Breakdown,ttm,7/31/2019,7/31/2018,12/31/2016
Net Income,9814754,9814754,8694045,6824049
Depreciation & amortization,2769911,2769911,2595103,2214255
Change in working capital,898213,898213,-283942,-120439
Other working capital,-14812255,-14812255,-18785502,-263819
Other non-cash items,1276872,1276872,1626470,1419931
Net cash provided by operating activites,13401532,13401532,11191212,17853542
Investments in property plant and equipment,-28213787,-28213787,-29976714,-18117361
Purchases of investments,-232748,-232748,-208081,-1619532
Sales/Maturities of investments,860974,860974,855755,576264
Other investing activites,29692,29692,49311,58398
Net cash used for investing activites,-27555869,-27555869,-29279729,-19102231
Net change in cash,-161396,-161396,-947565,2356122
Cash at beginning of period,28409764,28409764,30457707,17296158
Cash at end of period,28248369,28248369,29510141,19652280
Operating Cash Flow,13401532,13401532,11191212,17853542
Capital Expenditure,-28213787,-28213787,-29976714,-18117361
Free Cash Flow,-14812255,-14812255,-18785502,-263819
