Breakdown,ttm,3/31/2019,3/31/2018,3/31/2017
Net Income,2676236,2073139,2650272,2631479
Depreciation & amortization,-,6579134,6532689,6078116
Change in working capital,-,-370412,-27269,-1067253
Inventory,-,-327656,8877,-277949
Other working capital,-,5425042,5023278,153851
Other non-cash items,-,179330,53057,-23511
Net cash provided by operating activites,-,10846350,10368373,7331984
Investments in property plant and equipment,-,-5421308,-5345095,-7178133
Purchases of investments,-,-3693,-173184,-2564
Sales/Maturities of investments,-,-,18095,7282
Other investing activites,-,462278,325046,375404
Net cash used for investing activites,-,-4949807,-5028861,-6714901
Net change in cash,-,5873138,2739868,-2027653
Cash at beginning of period,-,10033768,7293900,9321553
Cash at end of period,-,15906906,10033768,7293900
Operating Cash Flow,-,10846350,10368373,7331984
Capital Expenditure,-,-5421308,-5345095,-7178133
Free Cash Flow,-,5425042,5023278,153851
