Breakdown,ttm,6/30/2019,6/30/2018,6/30/2017,6/30/2016
Investments in property plant and equipment,-5.607,-49.796,-57.581,-152.141,-93.039
Purchases of investments,-,-,-3.895,-6.06,-7.57
Sales/Maturities of investments,-,86,606.008,4.89,70.146
Other investing activites,-,-151.187,-526.958,-250.826,-807.992
Net cash used for investing activites,-15.607,-114.983,17.574,-404.137,-838.455
Common stock issued,600,785,819.81,-,-
Common stock repurchased,-40.428,-4.919,-92.221,-,-
Net cash used privided by (used for) financing activities,559.572,780.081,727.589,-,-
Net change in cash,168.601,-295.696,408.841,-700.783,533.609
Cash at beginning of period,468.774,576.448,167.607,868.39,334.781
Cash at end of period,637.375,280.752,576.448,167.607,868.39
Capital Expenditure,-5.607,-49.796,-57.581,-152.141,-93.039
Free Cash Flow,-380.971,-1011,-393.903,-448.787,1279
