Breakdown,3/31/2019,3/31/2018,3/31/2017
Total Assets,5599597000,5548604000,5411472000
Liabilities,,,
Total Liabilities,5227099000,5186189000,5058626000
Stockholders' Equity,,,
Common Stock,20705000,20705000,20705000
Retained Earnings,276800000,267604000,256590000
Total stockholders' equity,371170000,361016000,351558000
Total liabilities and stockholders' equity,5599597000,5548604000,5411472000
