Breakdown,12/31/2019,12/31/2018,12/31/2017,12/31/2016
Total Assets,124352,105056,34312,36013
Liabilities,,,,
Total Liabilities,33533,25316,5465,11389
Stockholders' Equity,,,,
Common Stock,6956,6218,3134,2546
Retained Earnings,14039,15036,15268,18657
Total stockholders' equity,90237,79213,28370,24133
Total liabilities and stockholders' equity,124352,105056,34312,36013
