Breakdown,ttm,12/31/2019,12/31/2018,12/31/2017,12/31/2016
Net Income,8326319,8326319,7169146,6826305,5999035
Depreciation & amortization,1913105,1913105,1683365,1486193,1496661
Change in working capital,7232935,7232935,-776608,-47745,840534
Other working capital,7522422,7522422,-34757002,4741410,7541042
Other non-cash items,708977,708977,840185,548737,455929
Net cash provided by operating activites,17528625,17528625,8396282,7950852,8344074
Investments in property plant and equipment,-10006203,-10006203,-43153284,-3209442,-803032
Purchases of investments,-960791,-960791,-895843,-1296125,-1270316
Sales/Maturities of investments,1032810,1032810,2331244,1815821,883710
Other investing activites,-593,-593,62615,-2488,-2489
Net cash used for investing activites,-9934777,-9934777,-41655268,-2692234,-1192127
Net change in cash,120462,120462,-3112325,1583649,353231
Cash at beginning of period,30282485,30282485,36195591,33215399,31763898
Cash at end of period,30402947,30402947,33083266,34799048,32117128
Operating Cash Flow,17528625,17528625,8396282,7950852,8344074
Capital Expenditure,-10006203,-10006203,-43153284,-3209442,-803032
Free Cash Flow,7522422,7522422,-34757002,4741410,7541042
