Breakdown,12/31/2019,12/31/2018,12/31/2017,12/31/2016
Total Assets,6314436,5840412,4541185,3975403
Liabilities,,,,
Total Liabilities,5700567,5281228,4146234,3691139
Stockholders' Equity,,,,
Common Stock,45,44,38,16
Retained Earnings,175773,128461,85503,57065
Accumulated other comprehensive income,4276,-1153,-5091,-5245
Total stockholders' equity,613869,559184,394951,284264
Total liabilities and stockholders' equity,6314436,5840412,4541185,3975403
