Breakdown,ttm,12/31/2019,12/31/2018,12/31/2017,12/31/2016
Net Income,2303000,2303000,1054000,1219000,-247000
Stock based compensation,166000,166000,166000,152000,100000
Change in working capital,-5350000,-5350000,21022000,-7806000,4794000
Other working capital,-997000,-997000,25121000,-3373000,8238000
Other non-cash items,1407000,1407000,1794000,1462000,990000
Net cash provided by operating activites,-778000,-778000,25292000,-3208000,8433000
Investments in property plant and equipment,-219000,-219000,-171000,-165000,-195000
Acquisitions net,-,-,0,-44000,-238000
Purchases of investments,-259473000,-259473000,-276388000,-265186000,-207274000
Sales/Maturities of investments,241600000,241600000,263983000,261316000,210857000
Other investing activites,-,-,-,-,0
Net cash used for investing activites,-17970000,-17970000,-12417000,-4048000,3812000
Net change in cash,-19801000,-19801000,11848000,-13216000,10108000
Cash at beginning of period,97500000,97500000,87231000,96977000,88428000
Cash at end of period,77454000,77454000,97500000,87231000,96977000
Operating Cash Flow,-778000,-778000,25292000,-3208000,8433000
Capital Expenditure,-219000,-219000,-171000,-165000,-195000
Free Cash Flow,-997000,-997000,25121000,-3373000,8238000
