Breakdown,12/31/2019,12/31/2018,12/31/2017,12/31/2016
Total Assets,32711299,30560958,28683957,25356707
Liabilities,,,,
Total Liabilities,24441515,22917237,20967858,18355908
Stockholders' Equity,,,,
Retained Earnings,3793533,3209333,3961576,3703495
Total stockholders' equity,8269645,7643244,7714364,6999066
Total liabilities and stockholders' equity,32711299,30560958,28683957,25356707
