Breakdown,ttm,3/31/2019,3/31/2018,3/31/2017
Net Income,7158000,9198000,-8271000,-5124000
Depreciation & amortization,-,2370000,2728000,2730000
Change in working capital,-,-12374000,-4857000,-5858000
Inventory,-,-4791000,3247000,9064000
Other working capital,-,-2570000,-38192000,-3415000
Other non-cash items,-,267000,24338000,1558000
Net cash provided by operating activites,-,-1336000,-37192000,-2338000
Investments in property plant and equipment,-,-1234000,-1000000,-1077000
Purchases of investments,-,-3000,-3000,-3000
Sales/Maturities of investments,-,10000,100000,33000
Other investing activites,-,-64000,-131000,-403000
Net cash used for investing activites,-,-1246000,11793000,-553000
Net change in cash,-,-3116000,4123000,-1533000
Cash at beginning of period,-,15837000,11713000,13247000
Cash at end of period,-,12720000,15837000,11713000
Operating Cash Flow,-,-1336000,-37192000,-2338000
Capital Expenditure,-,-1234000,-1000000,-1077000
Free Cash Flow,-,-2570000,-38192000,-3415000
