Breakdown,ttm,12/31/2019,12/31/2018,12/31/2017,12/31/2016
Net Income,21023023,21023023,16583915,17089364,17894249
Depreciation & amortization,5865768,5865768,4808255,4568568,3657146
Change in working capital,-93194901,-93194901,-75917312,-36200308,-21682329
Accounts receivable,-,-,-,61743368,-
Accounts Payable,-,-,-,-27254361,-
Other working capital,-24779471,-24779471,-11939907,29910439,48836400
Other non-cash items,9186852,9186852,4450267,3151424,2713755
Net cash provided by operating activites,-19453969,-19453969,-6497318,35551788,53959218
Investments in property plant and equipment,-5325502,-5325502,-5442589,-5641349,-5122818
Acquisitions net,-,-,-,-,-7188659
Purchases of investments,-137594092,-137594092,-174205006,-114474341,-108672613
Sales/Maturities of investments,117388660,117388660,125657466,86979497,115724092
Other investing activites,613246,613246,688885,796869,629768
Net cash used for investing activites,-15326749,-15326749,-34485022,-18229963,9152341
Debt repayment,-64490942,-64490942,-78928611,-81160547,-48443320
Common stock repurchased,-,-,0,0,-9466
Dividends Paid,-17751148,-17751148,-6539193,-6512102,-5611350
Other financing activites,-106741,-106741,2265,2099,3265
Net cash used privided by (used for) financing activities,-14318248,-14318248,-5598241,-43304122,-23524819
Net change in cash,-49098966,-49098966,-46580581,-25982297,39586740
Cash at beginning of period,110225630,110225630,156054442,181230427,147261434
Cash at end of period,61879493,61879493,110225630,156054442,181230427
Operating Cash Flow,-19453969,-19453969,-6497318,35551788,53959218
Capital Expenditure,-5325502,-5325502,-5442589,-5641349,-5122818
Free Cash Flow,-24779471,-24779471,-11939907,29910439,48836400
