Breakdown,6/30/2019,6/30/2018,6/30/2017,6/30/2016
Total Assets,322572,353793,340915,310676
Liabilities,,,,
Total Liabilities,18498,22121,16953,2466
Stockholders' Equity,,,,
Common Stock,271900,282884,289711,306549
Retained Earnings,14226,14462,11759,10529
Accumulated other comprehensive income,17948,34326,22492,-8869
Total stockholders' equity,304074,331672,323962,308209
Total liabilities and stockholders' equity,322572,353793,340915,310676
