Breakdown,ttm,6/30/2019,6/30/2018,6/30/2017,6/30/2016
Total Revenue,45859,45859,37363,26217,17319
Interest Expense,418.275,418.275,934.825,695.979,91.871
Income Before Tax,-454.481,-454.481,2637,1812,1366
Income Tax Expense,686.084,686.084,897.514,386.882,336.929
Income from Continuing Operations,-1141,-1141,1739,1425,1029
Net Income,-1141,-1141,1739,1425,1029
Net Income available to common shareholders,-1141,-1141,1739,1425,1029
Basic EPS,-,-0.01,0.02,0.02,0.01
Diluted EPS,-,-0.01,0.02,0.02,0.01
Basic Average Shares,-,124165,106648,89863,79443
Diluted Average Shares,-,124165,111479,89863,79443
