Breakdown,ttm,3/31/2019,3/31/2018,3/31/2017
Net Income,18473000,-97146000,6988000,42627000
Depreciation & amortization,-,6990000,7087000,6948000
Change in working capital,-,-581965000,-25040000,-85221000
Other working capital,-,-551011000,26653000,-50214000
Other non-cash items,-,-108551000,-123942000,-122666000
Net cash provided by operating activites,-,-547470000,32724000,-43542000
Investments in property plant and equipment,-,-3541000,-6071000,-6672000
Purchases of investments,-,-48315000,-92018000,-44964000
Sales/Maturities of investments,-,50578000,114828000,130002000
Other investing activites,-,1000,-1000,-
Net cash used for investing activites,-,-1087000,16984000,78403000
Net change in cash,-,-551061000,44440000,30225000
Cash at beginning of period,-,968741000,924300000,894075000
Cash at end of period,-,417679000,968741000,924300000
Operating Cash Flow,-,-547470000,32724000,-43542000
Capital Expenditure,-,-3541000,-6071000,-6672000
Free Cash Flow,-,-551011000,26653000,-50214000
