Breakdown,ttm,3/31/2019,3/31/2018,3/31/2017
Net Income,1958000,2154000,2774000,2557000
Depreciation & amortization,-,2166000,2268000,2344000
Change in working capital,-,-1198000,-2194000,100000
Inventory,-,-2148000,-673000,-191000
Other working capital,-,-1349000,1596000,1727000
Other non-cash items,-,-42000,437000,33000
Net cash provided by operating activites,-,2632000,3858000,3837000
Investments in property plant and equipment,-,-3981000,-2262000,-2110000
Acquisitions net,-,-67000,-,-
Purchases of investments,-,-5000,-9000,-9000
Sales/Maturities of investments,-,122000,-,-
Other investing activites,-,-81000,210000,-227000
Net cash used for investing activites,-,-3966000,-1784000,-2270000
Net change in cash,-,113000,393000,-1201000
Cash at beginning of period,-,8927000,8534000,9735000
Cash at end of period,-,9041000,8927000,8534000
Operating Cash Flow,-,2632000,3858000,3837000
Capital Expenditure,-,-3981000,-2262000,-2110000
Free Cash Flow,-,-1349000,1596000,1727000
