Breakdown,12/31/2019,12/31/2018,12/31/2017,12/31/2016
Total Assets,21400000,21647000,16355355,10057288
Liabilities,,,,
Total Liabilities,19817000,20244000,15259466,9252753
Stockholders' Equity,,,,
Common Stock,0,0,0,0
Retained Earnings,-392000,-209000,-219404,-230193
Total stockholders' equity,1583000,1403000,1095889,804535
Total liabilities and stockholders' equity,21400000,21647000,16355355,10057288
