Breakdown,ttm,3/31/2019,3/31/2018,3/31/2017
Net Income,166575,63118,15418,-112599
Depreciation & amortization,-,7163,6358,6929
Stock based compensation,-,22020,2934,6323
Change in working capital,-,-116754,14418,-117758
Inventory,-,1107,59767,-63914
Other working capital,-,-9161,77357,-184447
Other non-cash items,-,9280,27982,16423
Net cash provided by operating activites,-,-3841,78026,-179176
Investments in property plant and equipment,-,-5320,-669,-5271
Acquisitions net,-,-,-3400,-
Purchases of investments,-,-100000,-9000,-10000
Sales/Maturities of investments,-,100000,-,-
Other investing activites,-,-,2082,99999
Net cash used for investing activites,-,-3356,-9567,86410
Net change in cash,-,-1053,81395,-92765
Cash at beginning of period,-,197826,116431,209197
Cash at end of period,-,196773,197826,116431
Operating Cash Flow,-,-3841,78026,-179176
Capital Expenditure,-,-5320,-669,-5271
Free Cash Flow,-,-9161,77357,-184447
