Breakdown,ttm,3/31/2019,3/31/2018,3/31/2017
Net Income,45928000,45457000,42908000,47564000
Depreciation & amortization,-,53997000,51000000,45658000
Change in working capital,-,-13033000,13534000,9661000
Inventory,-,-4987000,683000,-1064000
Other working capital,-,9545000,12248000,-42900000
Other non-cash items,-,9943000,11115000,9279000
Net cash provided by operating activites,-,88104000,103772000,92418000
Investments in property plant and equipment,-,-78559000,-91524000,-135318000
Acquisitions net,-,-7144000,-4418000,-2261000
Purchases of investments,-,-631000,-3196000,-8247000
Sales/Maturities of investments,-,1462000,2214000,1334000
Other investing activites,-,10415000,8240000,6024000
Net cash used for investing activites,-,-73069000,-88083000,-133931000
Net change in cash,-,-3359000,2076000,6466000
Cash at beginning of period,-,29628000,27551000,21085000
Cash at end of period,-,26269000,29628000,27551000
Operating Cash Flow,-,88104000,103772000,92418000
Capital Expenditure,-,-78559000,-91524000,-135318000
Free Cash Flow,-,9545000,12248000,-42900000
