Breakdown,3/31/2019,3/31/2018,3/31/2017
Total Assets,1141926000,1022485000,957792000
Liabilities,,,
Total Liabilities,929036000,810458000,758711000
Stockholders' Equity,,,
Common Stock,0,0,0
Retained Earnings,147094000,146075000,132093000
Total stockholders' equity,212875000,212005000,199055000
Total liabilities and stockholders' equity,1141926000,1022485000,957792000
