Breakdown,ttm,3/31/2019,3/31/2018,3/31/2017
Net Income,-560227,908773,2389610,1343304
Depreciation & amortization,-,1582931,1449626,1413372
Change in working capital,-,-2898915,-760669,990474
Inventory,-,-632775,-580945,1034057
Other working capital,-,-1350120,2034682,3354612
Other non-cash items,-,1492238,191499,245352
Net cash provided by operating activites,-,755530,3652620,4230468
Investments in property plant and equipment,-,-2105650,-1617938,-875856
Purchases of investments,-,-8379,-8420,-8581
Sales/Maturities of investments,-,31730,0,179658
Other investing activites,-,-17857,3459,-6449
Net cash used for investing activites,-,-2095971,-1437994,-709511
Net change in cash,-,-1971832,291898,2760780
Cash at beginning of period,-,8325953,8034054,5273274
Cash at end of period,-,6354120,8325953,8034054
Operating Cash Flow,-,755530,3652620,4230468
Capital Expenditure,-,-2105650,-1617938,-875856
Free Cash Flow,-,-1350120,2034682,3354612
