Breakdown,ttm,6/30/2019,6/30/2018,6/30/2017,6/30/2016
Investments in property plant and equipment,-163.473,-162.818,-224.467,-254.621,-640.895
Sales/Maturities of investments,-,-,-,-,80.182
Other investing activites,-,-,-,-,9.532
Net cash used for investing activites,-163.473,-162.818,-224.467,-254.621,-551.181
Common stock issued,-,346.216,5173,5645,465.589
Common stock repurchased,-,-20.147,-204.562,-241.641,-
Net cash used privided by (used for) financing activities,-,326.069,4968,5404,465.589
Net change in cash,106.137,-1962,1023,403.174,-865.62
Cash at beginning of period,586.106,2377,1354,951.256,1817
Cash at end of period,692.243,414.675,2377,1354,951.256
Capital Expenditure,-163.473,-162.818,-224.467,-254.621,-640.895
Free Cash Flow,-1562,-2288,-3946,-5000,-1421
