Breakdown,ttm,3/31/2019,3/31/2018,3/31/2017
Net Income,178122,184454,295846,330755
Depreciation & amortization,-,227408,213488,210001
Change in working capital,-,151380,-62158,-2140
Inventory,-,-15130,-28694,203428
Other working capital,-,263419,187743,384432
Other non-cash items,-,5274,14181,6236
Net cash provided by operating activites,-,560094,418732,488078
Investments in property plant and equipment,-,-296675,-230989,-103646
Sales/Maturities of investments,-,1026,38505,26453
Other investing activites,-,4340,54,7508
Net cash used for investing activites,-,-291309,-161723,-4971
Net change in cash,-,-8794,128919,-240951
Cash at beginning of period,-,235303,106383,347335
Cash at end of period,-,226509,235303,106383
Operating Cash Flow,-,560094,418732,488078
Capital Expenditure,-,-296675,-230989,-103646
Free Cash Flow,-,263419,187743,384432
