Breakdown,ttm,3/31/2019,3/31/2018,3/31/2017
Net Income,6015000,8883000,11412000,6534000
Depreciation & amortization,1857000,1660000,1500000,1274000
Change in working capital,23642000,-43632000,-42249000,-12774000
Inventory,20203000,-13162000,-22847000,-11464000
Other working capital,50926000,-32316000,-29961000,1952000
Other non-cash items,22416000,4464000,1489000,7401000
Net cash provided by operating activites,53053000,-30173000,-28595000,3169000
Investments in property plant and equipment,-2127000,-2143000,-1366000,-1217000
Acquisitions net,-9777000,-4382000,-894000,-231000
Purchases of investments,-1719000,-828000,-3103000,-3359000
Sales/Maturities of investments,109000,802000,3393000,3672000
Other investing activites,132000,-410000,117000,172000
Net cash used for investing activites,-13464000,-7251000,-1804000,-1083000
Net change in cash,-1348000,-15339000,13234000,-6341000
Cash at beginning of period,15529000,28758000,15523000,20697000
Cash at end of period,14166000,14015000,28758000,15523000
Operating Cash Flow,53053000,-30173000,-28595000,3169000
Capital Expenditure,-2127000,-2143000,-1366000,-1217000
Free Cash Flow,50926000,-32316000,-29961000,1952000
