Breakdown,ttm,2/28/2019,2/28/2018,2/28/2017
Net Income,12491000,12246000,11310000,11599000
Depreciation & amortization,-,12553000,12333000,11895000
Change in working capital,-,-4019000,-4473000,-3900000
Inventory,-,-3730000,-1823000,-1065000
Other working capital,-,13508000,4233000,4536000
Other non-cash items,-,3018000,1839000,2111000
Net cash provided by operating activites,-,25074000,19981000,21367000
Investments in property plant and equipment,-,-11566000,-15748000,-16831000
Acquisitions net,-,-,-,-1243000
Purchases of investments,-,-13000,-28000,-7057000
Sales/Maturities of investments,-,-,31000,675000
Other investing activites,-,1650000,-1320000,1131000
Net cash used for investing activites,-,-9770000,-16546000,-22377000
Net change in cash,-,3880000,347000,0
Cash at beginning of period,-,11860000,11513000,11513000
Cash at end of period,-,15741000,11860000,11513000
Operating Cash Flow,-,25074000,19981000,21367000
Capital Expenditure,-,-11566000,-15748000,-16831000
Free Cash Flow,-,13508000,4233000,4536000
