Breakdown,ttm,3/31/2019,3/31/2018,3/31/2017
Net Income,5397000,6254000,7360000,6734000
Depreciation & amortization,-,4059000,4321000,4172000
Change in working capital,-,690000,-10107000,-4890000
Inventory,-,529000,-7937000,-483000
Other working capital,-,5810000,-2792000,5152000
Other non-cash items,-,184000,68000,833000
Net cash provided by operating activites,-,8273000,1933000,10218000
Investments in property plant and equipment,-,-2463000,-4725000,-5066000
Purchases of investments,-,-3027000,-3605000,-3307000
Sales/Maturities of investments,-,7100000,1445000,1459000
Other investing activites,-,-659000,-1823000,5554000
Net cash used for investing activites,-,1232000,-9026000,-1559000
Net change in cash,-,5039000,-11769000,-1742000
Cash at beginning of period,-,27277000,39047000,40790000
Cash at end of period,-,32316000,27277000,39047000
Operating Cash Flow,-,8273000,1933000,10218000
Capital Expenditure,-,-2463000,-4725000,-5066000
Free Cash Flow,-,5810000,-2792000,5152000
