Breakdown,ttm,3/31/2019,3/31/2018,1/31/2017
Net Income,288254,166096,158048,-343490
Depreciation & amortization,-,332344,291533,-
Stock based compensation,-,-,0,-
Change in working capital,-,1016336,-32646,-
Inventory,-,2490,383,-
Other working capital,-,1167149,77211,-
Other non-cash items,-,233,748,-
Net cash provided by operating activites,-,1814068,511068,-
Investments in property plant and equipment,-,-646919,-433857,-
Acquisitions net,-,-,0,-
Purchases of investments,-,-1000,-1526,-
Sales/Maturities of investments,-,786,2902,-
Other investing activites,-,-298608,-5906,-
Net cash used for investing activites,-,-929061,-430707,-
Net change in cash,-,862573,28413,-
Cash at beginning of period,-,2717530,2690905,-
Cash at end of period,-,3580103,2719318,-
Operating Cash Flow,-,1814068,511068,-
Capital Expenditure,-,-646919,-433857,-
Free Cash Flow,-,1167149,77211,-
