Breakdown,12/31/2019,12/31/2018,12/31/2017,12/31/2016
Total Assets,2907468,2674731,1942837,1708208
Liabilities,,,,
Total Liabilities,2667995,2474516,1766383,1577127
Stockholders' Equity,,,,
Common Stock,0,0,0,0
Retained Earnings,48429,38405,31241,28159
Accumulated other comprehensive income,-2218,-5076,-3142,-3856
Total stockholders' equity,239473,200215,176454,131081
Total liabilities and stockholders' equity,2907468,2674731,1942837,1708208
