Breakdown,12/31/2019,12/31/2018,12/31/2017,12/31/2016
Total Assets,2478550,1862866,1816078,1678638
Liabilities,,,,
Total Liabilities,2158292,1640324,1607361,1477258
Stockholders' Equity,,,,
Common Stock,11019,8668,8604,8578
Retained Earnings,151478,141537,127010,119600
Accumulated other comprehensive income,-483,-5835,-3076,-1874
Total stockholders' equity,320258,222542,208717,201380
Total liabilities and stockholders' equity,2478550,1862866,1816078,1678638
