Breakdown,12/31/2019,12/31/2018,12/31/2017,12/31/2016
Total Assets,153934,144231,146438,148579
Liabilities,,,,
Total Liabilities,100473,98365,98813,100527
Stockholders' Equity,,,,
Common Stock,2532,2527,2522,2517
Retained Earnings,42891,39355,36974,39116
Accumulated other comprehensive income,2443,-1570,2646,1007
Total stockholders' equity,53461,45866,47625,48052
Total liabilities and stockholders' equity,153934,144231,146438,148579
