Breakdown,ttm,3/31/2019,3/31/2018,3/31/2017
Net Income,-48810000,-68662000,14819000,20401000
Depreciation & amortization,-,13505000,12248000,9764000
Change in working capital,-,39144000,-6621000,-3469000
Inventory,-,-3280000,-900000,133000
Other working capital,-,-16013000,15302000,22227000
Other non-cash items,-,2215000,2333000,3592000
Net cash provided by operating activites,-,-7212000,27338000,27504000
Investments in property plant and equipment,-,-8801000,-12036000,-5277000
Acquisitions net,-,-,-401000,-5402000
Purchases of investments,-,-1731000,-7466000,-14639000
Sales/Maturities of investments,-,21000,22000,14000
Other investing activites,-,7818000,3418000,-93000
Net cash used for investing activites,-,7379000,-2336000,-8653000
Net change in cash,-,-15227000,6480000,4940000
Cash at beginning of period,-,98246000,91766000,86826000
Cash at end of period,-,83019000,98246000,91766000
Operating Cash Flow,-,-7212000,27338000,27504000
Capital Expenditure,-,-8801000,-12036000,-5277000
Free Cash Flow,-,-16013000,15302000,22227000
