Breakdown,3/31/2019,3/31/2018,3/31/2017
Total Assets,55941261000,53603028000,51985850000
Liabilities,,,
Total Liabilities,52227671000,49853756000,48848584000
Stockholders' Equity,,,
Common Stock,343326000,343146000,343146000
Retained Earnings,1134392000,976899000,665345000
Total stockholders' equity,3713590000,3749272000,3137266000
Total liabilities and stockholders' equity,55941261000,53603028000,51985850000
