Breakdown,ttm,12/31/2019,12/31/2018,12/31/2017,12/31/2016
Net Income,6226000,6226000,5187000,4438000,4580000
Depreciation & amortization,2531000,2531000,2262000,2245000,2550000
Change in working capital,1145000,1145000,383000,-1878000,-117000
Inventory,-865000,-865000,-223000,-258000,710000
Other working capital,8689000,8689000,7103000,2324000,7121000
Other non-cash items,664000,664000,279000,20000,425000
Net cash provided by operating activites,10642000,10642000,9319000,4265000,8303000
Investments in property plant and equipment,-1953000,-1953000,-2216000,-1941000,-1182000
Acquisitions net,-2075000,-2075000,-263000,-110000,-
Purchases of investments,-258000,-258000,-827000,-1741000,-419000
Sales/Maturities of investments,291000,291000,-,66000,718000
Other investing activites,35000,35000,-47000,-130000,-51000
Net cash used for investing activites,-3952000,-3952000,-3353000,-1855000,-34000
Net change in cash,3360000,3360000,3266000,105000,6018000
Cash at beginning of period,33620000,33620000,30353000,30248000,24230000
Cash at end of period,36981000,36981000,33620000,30353000,30248000
Operating Cash Flow,10642000,10642000,9319000,4265000,8303000
Capital Expenditure,-1953000,-1953000,-2216000,-1941000,-1182000
Free Cash Flow,8689000,8689000,7103000,2324000,7121000
