Breakdown,ttm,3/31/2019,3/31/2018,3/31/2017
Net Income,696000,2240000,1520000,1323000
Depreciation & amortization,-,2946000,2980000,2511000
Change in working capital,-,-177000,-678000,50000
Inventory,-,-787000,-268000,791000
Other working capital,-,5903000,1333000,2380000
Other non-cash items,-,-230000,-1010000,-230000
Net cash provided by operating activites,-,7399000,2997000,3677000
Investments in property plant and equipment,-,-1496000,-1664000,-1297000
Purchases of investments,-,-109000,-48000,-3582000
Sales/Maturities of investments,-,289000,289000,311000
Other investing activites,-,-3297000,-54000,28000
Net cash used for investing activites,-,-4217000,50000,-1729000
Net change in cash,-,-1601000,1289000,1784000
Cash at beginning of period,-,13411000,12121000,10336000
Cash at end of period,-,11809000,13411000,12121000
Operating Cash Flow,-,7399000,2997000,3677000
Capital Expenditure,-,-1496000,-1664000,-1297000
Free Cash Flow,-,5903000,1333000,2380000
