Breakdown,ttm,3/31/2019,3/31/2018,3/31/2017
Net Income,396068,344179,204518,91957
Depreciation & amortization,-,166962,189564,188679
Change in working capital,-,-279767,-53915,764632
Inventory,-,-86747,48366,40064
Other working capital,-,15243,503881,976976
Other non-cash items,-,7974,11200,9341
Net cash provided by operating activites,-,102467,551378,1034208
Investments in property plant and equipment,-,-87224,-47497,-57232
Acquisitions net,-,-,-21000,-
Purchases of investments,-,-50000,-,-
Sales/Maturities of investments,-,32370,11120,17987
Other investing activites,-,-20960,-7580,-8800
Net cash used for investing activites,-,-126314,-64957,-48045
Net change in cash,-,-416474,433692,271601
Cash at beginning of period,-,1590614,1156921,885320
Cash at end of period,-,1174139,1590614,1156921
Operating Cash Flow,-,102467,551378,1034208
Capital Expenditure,-,-87224,-47497,-57232
Free Cash Flow,-,15243,503881,976976
