Breakdown,ttm,8/31/2019,8/31/2018,8/31/2017,8/31/2016
Net Income,19338000,19338000,18745000,17764000,15273000
Depreciation & amortization,8198000,8198000,8054000,7971000,7578000
Change in working capital,919000,919000,-1093000,1930000,-560000
Other working capital,27531000,27531000,-11457000,-28716000,-46500000
Other non-cash items,2557000,2557000,2638000,2537000,3344000
Net cash provided by operating activites,33940000,33940000,26951000,31349000,30096000
Investments in property plant and equipment,-6409000,-6409000,-38408000,-60065000,-76596000
Purchases of investments,-,-,-5073000,-5794000,-3308000
Sales/Maturities of investments,-,-,3942000,5597000,10433000
Other investing activites,107000,107000,1164000,2235000,3014000
Net cash used for investing activites,-5210000,-5210000,-38375000,-58027000,-66457000
Net change in cash,13343000,13343000,-15005000,17698000,2682000
Cash at beginning of period,89819000,89819000,112004000,83154000,63356000
Cash at end of period,103163000,103163000,97000000,100852000,66039000
Operating Cash Flow,33940000,33940000,26951000,31349000,30096000
Capital Expenditure,-6409000,-6409000,-38408000,-60065000,-76596000
Free Cash Flow,27531000,27531000,-11457000,-28716000,-46500000
