Breakdown,12/31/2019,12/31/2018,12/31/2017,12/31/2016
Total Assets,9434200,9386100,9948200,10121700
Liabilities,,,,
Total Liabilities,6444100,6466500,6886600,7600200
Stockholders' Equity,,,,
Common Stock,150000,150000,150000,150000
Retained Earnings,1026200,1044300,1068700,862300
Total stockholders' equity,2990100,2919600,3061600,2521500
Total liabilities and stockholders' equity,9434200,9386100,9948200,10121700
