Breakdown,ttm,3/31/2019,3/31/2018,3/31/2017
Net Income,232091,100069,620757,93060
Depreciation & amortization,-,235462,248816,269069
Change in working capital,-,508791,3066077,-2577723
Inventory,-,-345050,890509,170661
Other working capital,-,766012,3601231,-2151048
Other non-cash items,-,2153,77585,49799
Net cash provided by operating activites,-,766012,3601231,-2151048
Acquisitions net,-,-,-911709,-
Purchases of investments,-,-18550,-8335,-864
Sales/Maturities of investments,-,31508,-,-
Other investing activites,-,-106172,-134391,-197633
Net cash used for investing activites,-,-92814,-1004255,-194388
Net change in cash,-,-377404,647104,-45098
Cash at beginning of period,-,950501,303397,348495
Cash at end of period,-,573097,950501,303397
Operating Cash Flow,-,766012,3601231,-2151048
Free Cash Flow,-,766012,3601231,-2151048
