Breakdown,ttm,3/31/2019,3/31/2018,3/31/2017
Net Income,3300000,3802000,5164000,4389000
Depreciation & amortization,-,2931000,737000,680000
Change in working capital,-,-1580000,-1042000,105000
Inventory,-,-1254000,906000,-2015000
Other working capital,-,784000,3764000,6028000
Other non-cash items,-,-61000,-65000,38000
Net cash provided by operating activites,-,5577000,4090000,6487000
Investments in property plant and equipment,-,-4793000,-326000,-459000
Acquisitions net,-,-9000,-398000,-3436000
Purchases of investments,-,-34946000,-33001000,-33246000
Sales/Maturities of investments,-,33011000,33000000,36000000
Other investing activites,-,-67000,-31000,-19000
Net cash used for investing activites,-,-2083000,-733000,-1151000
Net change in cash,-,2758000,-250000,-69000
Cash at beginning of period,-,4344000,4595000,4664000
Cash at end of period,-,7117000,4344000,4595000
Operating Cash Flow,-,5577000,4090000,6487000
Capital Expenditure,-,-4793000,-326000,-459000
Free Cash Flow,-,784000,3764000,6028000
