Breakdown,ttm,12/31/2019,12/31/2018,3/31/2017
Net Income,-1259000,-1259000,4308000,-7408000
Depreciation & amortization,-,-,9271000,9354000
Change in working capital,-,-,-4814000,-4785000
Inventory,-,-,-2462000,3014000
Other working capital,-,-,-8390000,-10193000
Other non-cash items,-,-,-4012000,306000
Net cash provided by operating activites,-,-,4232000,-2570000
Investments in property plant and equipment,-,-,-12622000,-7623000
Acquisitions net,-,-,-2216000,-15388000
Purchases of investments,-,-,-26000,-934000
Sales/Maturities of investments,-,-,7000,-
Other investing activites,-,-,352000,347000
Net cash used for investing activites,-,-,-14181000,-23290000
Net change in cash,-,-,-12533000,-19598000
Cash at beginning of period,-,-,29291000,41688000
Cash at end of period,-,-,16757000,22090000
Operating Cash Flow,-,-,4232000,-2570000
Capital Expenditure,-,-,-12622000,-7623000
Free Cash Flow,-,-,-8390000,-10193000
