Breakdown,ttm,3/31/2019,3/31/2018,3/31/2017
Net Income,2911000,2272000,1606000,1753000
Depreciation & amortization,2928000,2890000,2870000,2632000
Change in working capital,-478000,-179000,-860000,-204000
Other working capital,446000,3068000,2191000,3828000
Other non-cash items,200000,116000,380000,338000
Net cash provided by operating activites,5639000,4972000,4105000,5729000
Investments in property plant and equipment,-5193000,-1904000,-1914000,-1901000
Purchases of investments,-2826000,-2067000,-816000,-953000
Sales/Maturities of investments,1941000,2002000,558000,577000
Other investing activites,-,-,-4000,5000
Net cash used for investing activites,-6042000,-1931000,-1902000,-2192000
Net change in cash,-1462000,2010000,1834000,2691000
Cash at beginning of period,9908000,11815000,9981000,7289000
Cash at end of period,8458000,13826000,11815000,9981000
Operating Cash Flow,5639000,4972000,4105000,5729000
Capital Expenditure,-5193000,-1904000,-1914000,-1901000
Free Cash Flow,446000,3068000,2191000,3828000
