Breakdown,ttm,3/31/2019,3/31/2018,3/31/2017
Net Income,1344000,-2026000,4265000,1088000
Depreciation & amortization,3244000,4408000,8155000,6922000
Change in working capital,9830000,11318000,-7087000,-4061000
Inventory,8994000,14275000,-3123000,-10967000
Other working capital,9625000,13968000,2217000,-5889000
Other non-cash items,841000,2119000,860000,825000
Net cash provided by operating activites,14469000,17961000,8153000,4372000
Investments in property plant and equipment,-4844000,-3993000,-5936000,-10261000
Acquisitions net,-,-,-261000,-
Purchases of investments,-1913000,-2764000,-1670000,-184000
Sales/Maturities of investments,2346000,2965000,195000,1688000
Other investing activites,151000,-193000,-192000,-2328000
Net cash used for investing activites,-888000,-3425000,-7131000,-11089000
Net change in cash,4042000,11373000,-1886000,-5820000
Cash at beginning of period,16167000,10150000,12037000,17858000
Cash at end of period,20879000,21524000,10150000,12037000
Operating Cash Flow,14469000,17961000,8153000,4372000
Capital Expenditure,-4844000,-3993000,-5936000,-10261000
Free Cash Flow,9625000,13968000,2217000,-5889000
