Breakdown,ttm,6/30/2019,6/30/2018,6/30/2017,6/30/2016
Purchases of investments,-,-,398.073,-,-
Sales/Maturities of investments,-,-,398.073,784.324,1159
Net cash used for investing activites,-,-,398.073,784.324,1159
Net change in cash,1557,-569.39,-202.961,392.825,760.43
Cash at beginning of period,532.753,903.492,1190,797.539,37.109
Cash at end of period,2089,334.102,903.492,1190,797.539
Free Cash Flow,1457,-,-,-,-
