Breakdown,12/31/2019,12/31/2018,12/31/2017,12/31/2016
Total Assets,226243000,211503000,250637000,198300000
Liabilities,,,,
Total Liabilities,221112000,202704000,241123000,190409000
Stockholders' Equity,,,,
Common Stock,130000,8799000,130000,7891000
Retained Earnings,16342000,-,9193000,-
Total stockholders' equity,5125000,8799000,9511000,7891000
Total liabilities and stockholders' equity,226243000,211503000,250637000,198300000
