Breakdown,12/31/2019,12/31/2018,12/31/2017,12/31/2016
Total Assets,292218,262726,256481,241555
Liabilities,,,,
Total Liabilities,230348,202364,196992,207557
Stockholders' Equity,,,,
Common Stock,67,67,66,-
Retained Earnings,36551,34995,33937,34123
Accumulated other comprehensive income,344,-593,-247,-125
Total stockholders' equity,61870,60362,59489,33998
Total liabilities and stockholders' equity,292218,262726,256481,241555
