Breakdown,3/31/2019,3/31/2018,3/31/2017
Total Assets,3078883000,3027431000,3042700000
Liabilities,,,
Total Liabilities,2930844000,2879519000,2903236000
Stockholders' Equity,,,
Common Stock,25000000,25000000,25000000
Retained Earnings,86144000,81975000,75508000
Total stockholders' equity,147909000,147784000,139337000
Total liabilities and stockholders' equity,3078883000,3027431000,3042700000
