Breakdown,ttm,12/31/2019,12/31/2018,12/31/2017,12/31/2016
Total Revenue,169941,169941,158139,147235,138150
Interest Expense,38888,38888,29868,17495,12541
Income Before Tax,59421,59421,49532,43471,44141
Income Tax Expense,10559,10559,10006,9945,12210
Income from Continuing Operations,48862,48862,39526,33526,31931
Net Income,48862,48862,39526,33526,31931
Net Income available to common shareholders,47401,47401,38065,32064,30469
Basic EPS,-,-,2.39,2.13,2.11
Diluted EPS,-,-,2.39,2.13,2.10
Basic Average Shares,-,-,15910,15044,14436
Diluted Average Shares,-,-,15956,15085,14491
