Breakdown,ttm,3/31/2019,3/31/2018,3/31/2017
Net Income,13989000,13475000,6495000,5576000
Depreciation & amortization,-,8340000,8173000,7980000
Change in working capital,-,-1553000,-1546000,-4496000
Inventory,-,-1616000,3192000,-2439000
Other working capital,-,7648000,3857000,-10973000
Other non-cash items,-,-1930000,1019000,-338000
Net cash provided by operating activites,-,19002000,19230000,10195000
Investments in property plant and equipment,-,-11354000,-15373000,-21168000
Acquisitions net,-,-207000,-,-
Purchases of investments,-,-21098000,-23116000,-14999000
Sales/Maturities of investments,-,25999000,19116000,13999000
Other investing activites,-,3780000,-1318000,-720000
Net cash used for investing activites,-,-3994000,-20093000,-22206000
Net change in cash,-,15141000,4399000,-11414000
Cash at beginning of period,-,11511000,7112000,18526000
Cash at end of period,-,26652000,11511000,7112000
Operating Cash Flow,-,19002000,19230000,10195000
Capital Expenditure,-,-11354000,-15373000,-21168000
Free Cash Flow,-,7648000,3857000,-10973000
