Breakdown,6/30/2019,6/30/2018,6/30/2017,6/30/2016
Total Assets,198756,191073,178916,164975
Liabilities,,,,
Total Liabilities,10549,49167,2914,2975
Stockholders' Equity,,,,
Common Stock,177888,145449,148645,146557
Retained Earnings,10319,-3544,27356,15443
Total stockholders' equity,188207,141906,176001,162000
Total liabilities and stockholders' equity,198756,191073,178916,164975
