Breakdown,12/31/2019,12/31/2018,12/31/2017,12/31/2016
Total Assets,709872,577648,538131,448051
Liabilities,,,,
Total Liabilities,23864,2826,36091,9619
Stockholders' Equity,,,,
Common Stock,1986,2048,2048,2069
Retained Earnings,454294,328241,255459,215142
Total stockholders' equity,686008,574822,502040,438432
Total liabilities and stockholders' equity,709872,577648,538131,448051
