Breakdown,ttm,3/31/2019,3/31/2018,3/31/2017
Net Income,-146000,1003000,263359,-284767
Depreciation & amortization,-,641000,663019,777417
Change in working capital,-,3726000,2984231,-3679741
Inventory,-,3472000,-144,156
Other working capital,-,5004000,1551651,-3377443
Other non-cash items,-,240000,1007055,962714
Net cash provided by operating activites,-,5302000,4843953,-2955459
Investments in property plant and equipment,-,-298000,-3292302,-421984
Purchases of investments,-,-364000,-208210,-6100
Sales/Maturities of investments,-,254000,53609,167570
Other investing activites,-,-597000,-97797,287489
Net cash used for investing activites,-,788000,-3283761,-1535963
Net change in cash,-,-2056000,3415244,-770930
Cash at beginning of period,-,6148000,2891192,4060648
Cash at end of period,-,3349000,6148696,2891192
Operating Cash Flow,-,5302000,4843953,-2955459
Capital Expenditure,-,-298000,-3292302,-421984
Free Cash Flow,-,5004000,1551651,-3377443
