Breakdown,ttm,12/31/2019,12/31/2018,12/31/2017,12/31/2016
Net Income,512000,-285000,556000,1672000,858000
Depreciation & amortization,4974000,4974000,4907000,4799000,4513000
Change in working capital,158000,158000,434000,-1034000,-266000
Inventory,51000,51000,109000,-104000,-62000
Other working capital,1100000,1100000,1037000,-3051000,-3254000
Other non-cash items,714000,714000,322000,-612000,-519000
Net cash provided by operating activites,4946000,4946000,5428000,5538000,6246000
Investments in property plant and equipment,-3846000,-3846000,-4391000,-8589000,-9500000
Purchases of investments,0,0,0,-78000,-9000
Sales/Maturities of investments,581000,581000,-,290000,1954000
Other investing activites,-231000,-231000,64000,-105000,1538000
Net cash used for investing activites,-3496000,-3496000,-4324000,-6667000,-6004000
Net change in cash,-39000,-39000,-915000,-400000,640000
Cash at beginning of period,3388000,3388000,4304000,4704000,4063000
Cash at end of period,3348000,3348000,3388000,4304000,4704000
Operating Cash Flow,4946000,4946000,5428000,5538000,6246000
Capital Expenditure,-3846000,-3846000,-4391000,-8589000,-9500000
Free Cash Flow,1100000,1100000,1037000,-3051000,-3254000
