Breakdown,ttm,3/31/2019,3/31/2018,3/31/2017
Net Income,893711,391317,-180689,-203751
Depreciation & amortization,-,155064,277756,446763
Change in working capital,-,-179210,1389225,-810555
Inventory,-,-419236,363317,-189041
Other working capital,-,-340802,2155428,-303751
Other non-cash items,-,460838,180767,337801
Net cash provided by operating activites,-,762421,2387152,-5248
Investments in property plant and equipment,-,-1103223,-231724,-298503
Acquisitions net,-,-,-2243882,-
Other investing activites,-,-8667,21,38961
Net cash used for investing activites,-,-1111890,-2467167,-259542
Net change in cash,-,-1177551,778582,-527761
Cash at beginning of period,-,1501327,722745,1274887
Cash at end of period,-,323776,1501327,747126
Operating Cash Flow,-,762421,2387152,-5248
Capital Expenditure,-,-1103223,-231724,-298503
Free Cash Flow,-,-340802,2155428,-303751
