Breakdown,ttm,6/30/2019,6/30/2018,6/30/2017,6/30/2016
Investments in property plant and equipment,-,-229.459,-3.498,-32.201,-10.508
Other investing activites,-,-,19,-,-
Net cash used for investing activites,-,-229.459,15.502,-32.201,-10.508
Common stock issued,-,1436,-,1633,1211
Common stock repurchased,-,-183.418,-,-9.54,-30.887
Net cash used privided by (used for) financing activities,-,1253,-,-30.465,1168
Net change in cash,-983.776,423.235,-448.87,145.48,299.006
Cash at beginning of period,2033,1102,1550,1405,1106
Cash at end of period,1049,1525,1102,1550,1405
Capital Expenditure,-,-229.459,-3.498,-32.201,-10.508
Free Cash Flow,-803.776,-829.408,-467.87,175.945,-869.449
