Breakdown,ttm,6/30/2019,6/30/2018,6/30/2017,6/30/2016
Investments in property plant and equipment,-561.075,-608.363,-1055,-785.098,-506.249
Purchases of investments,-,-,0.1,-,-
Other investing activites,-,-,-,110.81,74.839
Net cash used for investing activites,-556.29,-603.578,-1055,-674.288,-431.41
Debt repayment,-49.692,-24.472,-48.226,-35.063,-23.531
Common stock issued,-,500,2808,5020,9145
Common stock repurchased,-,-99.186,-150.24,-364.052,-772.235
Net cash used privided by (used for) financing activities,1732,376.342,2610,4621,8349
Net change in cash,-335.618,-2138,-964.777,-2826,1627
Cash at beginning of period,1083,2290,3254,6080,4453
Cash at end of period,747.105,151.534,2290,3254,6080
Capital Expenditure,-561.075,-608.363,-1055,-785.098,-506.249
Free Cash Flow,-2073,-2519,-3575,-7557,-6797
