Breakdown,ttm,3/31/2019,3/31/2018,3/31/2017
Net Income,3911000,3731000,3588000,1388000
Depreciation & amortization,529000,492000,513000,558000
Change in working capital,4440000,-1359000,-9208000,2370000
Inventory,4356000,1393000,-6601000,1611000
Other working capital,8822000,4172000,-5208000,4268000
Other non-cash items,114000,1821000,-714000,215000
Net cash provided by operating activites,9093000,4479000,-4833000,4601000
Investments in property plant and equipment,-271000,-307000,-375000,-333000
Purchases of investments,-829000,-712000,-560000,-1009000
Sales/Maturities of investments,470000,321000,1534000,1712000
Other investing activites,-18000,12000,72000,102000
Net cash used for investing activites,-648000,-686000,674000,474000
Net change in cash,5686000,2995000,-5050000,2490000
Cash at beginning of period,16331000,14112000,19163000,16660000
Cash at end of period,22384000,17107000,14112000,19163000
Operating Cash Flow,9093000,4479000,-4833000,4601000
Capital Expenditure,-271000,-307000,-375000,-333000
Free Cash Flow,8822000,4172000,-5208000,4268000
