Breakdown,12/31/2019,12/31/2018,12/31/2017,12/31/2016
Total Assets,18094144,16784737,15640186,14520769
Liabilities,,,,
Total Liabilities,15799861,14662871,13666882,12692230
Stockholders' Equity,,,,
Common Stock,900,898,891,878
Retained Earnings,1659153,1479149,1281639,1175485
Accumulated other comprehensive income,2302,-18006,-2511,-3715
Total stockholders' equity,2294283,2121866,1973304,1828539
Total liabilities and stockholders' equity,18094144,16784737,15640186,14520769
