Breakdown,ttm,3/31/2019,3/31/2018,3/31/2017
Net Income,3714000,3508000,2904000,4058000
Depreciation & amortization,-,989000,1014000,1057000
Change in working capital,-,696000,4159000,-4674000
Inventory,-,2277000,-,-
Other working capital,-,1091000,12999000,-2511000
Other non-cash items,-,-2022000,3755000,-61000
Net cash provided by operating activites,-,1865000,13550000,-1311000
Investments in property plant and equipment,-,-774000,-551000,-1200000
Purchases of investments,-,-8099000,-1153000,-746000
Sales/Maturities of investments,-,6059000,284000,358000
Other investing activites,-,139000,-98000,2126000
Net cash used for investing activites,-,-2675000,-1518000,538000
Net change in cash,-,-1764000,11105000,-3038000
Cash at beginning of period,-,17890000,6785000,10231000
Cash at end of period,-,16126000,17890000,6785000
Operating Cash Flow,-,1865000,13550000,-1311000
Capital Expenditure,-,-774000,-551000,-1200000
Free Cash Flow,-,1091000,12999000,-2511000
