Breakdown,ttm,3/31/2019,3/31/2018,3/31/2017
Net Income,678839,589748,484943,462111
Depreciation & amortization,-,197783,134549,114219
Change in working capital,-,-2369771,-263754,-516909
Inventory,-,-122746,-77392,-30377
Other working capital,-,-1245721,339074,143709
Other non-cash items,-,52304,-136300,-102494
Net cash provided by operating activites,-,-999848,507579,286461
Investments in property plant and equipment,-,-245873,-168505,-142752
Acquisitions net,-,-294999,-494896,-
Purchases of investments,-,-1710,-500,-6010
Sales/Maturities of investments,-,-,0,-
Other investing activites,-,-5476,-4305,-5979
Net cash used for investing activites,-,-585527,-659685,-146009
Net change in cash,-,505952,-44528,23688
Cash at beginning of period,-,951045,995573,971884
Cash at end of period,-,1484948,951045,995573
Operating Cash Flow,-,-999848,507579,286461
Capital Expenditure,-,-245873,-168505,-142752
Free Cash Flow,-,-1245721,339074,143709
