Breakdown,ttm,3/31/2019,3/31/2018,3/31/2017
Net Income,863098,1135566,898005,570818
Depreciation & amortization,-,337237,375891,409150
Change in working capital,-,-246293,-94200,-237490
Inventory,-,-271117,-236589,84475
Other working capital,-,659421,869826,667403
Other non-cash items,-,1136,12805,-63735
Net cash provided by operating activites,-,1300266,1177934,880068
Investments in property plant and equipment,-,-640845,-308108,-212665
Purchases of investments,-,-862727,-2513086,-1459086
Sales/Maturities of investments,-,1231287,900000,1844084
Other investing activites,-,-,-311001,-12001
Net cash used for investing activites,-,-272181,-2232195,160332
Net change in cash,-,739767,-107934,659898
Cash at beginning of period,-,2700291,2808225,2148327
Cash at end of period,-,3440059,2700291,2808225
Operating Cash Flow,-,1300266,1177934,880068
Capital Expenditure,-,-640845,-308108,-212665
Free Cash Flow,-,659421,869826,667403
