Breakdown,ttm,12/31/2019,12/31/2018,12/31/2017,12/31/2016
Net Income,10506000,10506000,10443000,10256000,9636000
Depreciation & amortization,301000,301000,227000,231000,226000
Change in working capital,517000,517000,412000,367000,589000
Inventory,33000,33000,0,-31000,26000
Other working capital,3725000,3725000,3459000,2709000,3909000
Other non-cash items,-2934000,-2934000,-3082000,-2156000,-1698000
Net cash provided by operating activites,4164000,4164000,3882000,2969000,4231000
Investments in property plant and equipment,-439000,-439000,-423000,-260000,-322000
Acquisitions net,-102000,-102000,-1157000,-36014000,-1741000
Purchases of investments,0,0,-7154000,-,-1741000
Sales/Maturities of investments,-,-,-,0,1451000
Other investing activites,453000,453000,322000,-242000,16000
Net cash used for investing activites,6903000,6903000,3119000,-19760000,4713000
Net change in cash,5987000,5987000,-3691000,-2009000,3893000
Cash at beginning of period,6090000,6090000,9781000,11790000,7897000
Cash at end of period,12077000,12077000,6090000,9781000,11790000
Operating Cash Flow,4164000,4164000,3882000,2969000,4231000
Capital Expenditure,-439000,-439000,-423000,-260000,-322000
Free Cash Flow,3725000,3725000,3459000,2709000,3909000
