Breakdown,ttm,3/31/2019,3/31/2018,3/31/2017
Net Income,1280291,1164512,1145231,1010192
Depreciation & amortization,-,555480,344374,314663
Change in working capital,-,-467733,300301,53897
Inventory,-,-195302,-5728,-43387
Other working capital,-,1045071,1174891,1360586
Other non-cash items,-,-5449,-6850,2601
Net cash provided by operating activites,-,1444687,1559070,1717646
Investments in property plant and equipment,-,-399616,-384179,-357060
Acquisitions net,-,-790252,-100402,-
Purchases of investments,-,-887694,-1009727,-2355801
Sales/Maturities of investments,-,309059,1350556,1200450
Other investing activites,-,-54073,-5727,-72451
Net cash used for investing activites,-,-1808969,-221259,-1585222
Net change in cash,-,-315682,486079,405435
Cash at beginning of period,-,6177836,5673686,5268251
Cash at end of period,-,5862154,6177836,5673686
Operating Cash Flow,-,1444687,1559070,1717646
Capital Expenditure,-,-399616,-384179,-357060
Free Cash Flow,-,1045071,1174891,1360586
