Breakdown,ttm,6/30/2019,6/30/2018,6/30/2017,6/30/2016
Investments in property plant and equipment,-79.463,-63.418,-,-,-
Acquisitions net,-,-3001,-,-,-
Purchases of investments,-,-,-775.2,-1625,-1625
Other investing activites,-,-112.916,-200,-100,-98.737
Net cash used for investing activites,36.112,-3177,-975.2,-1725,-1724
Common stock issued,-,350,5842,2359,2732
Common stock repurchased,-234.496,-28.824,-406.127,-147.023,-172.085
Net cash used privided by (used for) financing activities,3170,676.4,5436,2212,2560
Net change in cash,1530,-3572,3652,-72.192,190.544
Cash at beginning of period,246.235,3912,260.291,332.483,138.394
Cash at end of period,1776,340.26,3912,260.291,332.483
Capital Expenditure,-79.463,-63.418,-,-,-
Free Cash Flow,-1756,-1135,-808.759,-558.994,-645.763
