Breakdown,ttm,3/31/2019,3/31/2018,3/31/2017
Net Income,895000,1285000,835000,572000
Depreciation & amortization,-,1627000,1565000,1489000
Change in working capital,-,-73000,-683000,-534000
Other working capital,-,468000,770000,-517000
Other non-cash items,-,90000,265000,-183000
Net cash provided by operating activites,-,2525000,2049000,1636000
Investments in property plant and equipment,-,-2057000,-1279000,-2153000
Acquisitions net,-,-,-110000,-
Purchases of investments,-,-161000,-43000,-30000
Sales/Maturities of investments,-,65000,66000,87000
Other investing activites,-,-2000,-5000,-3000
Net cash used for investing activites,-,-1321000,-1177000,-1671000
Net change in cash,-,536000,4000,-668000
Cash at beginning of period,-,1555000,1550000,1885000
Cash at end of period,-,2094000,1555000,1550000
Operating Cash Flow,-,2525000,2049000,1636000
Capital Expenditure,-,-2057000,-1279000,-2153000
Free Cash Flow,-,468000,770000,-517000
