Breakdown,ttm,3/31/2019,3/31/2018,3/31/2017
Net Income,7970000,7260000,8069000,5939000
Depreciation & amortization,-,5338000,5426000,5071000
Change in working capital,-,7407000,4773000,-3292000
Inventory,-,878000,-545000,-1480000
Other working capital,-,17010000,15185000,5019000
Other non-cash items,-,659000,205000,350000
Net cash provided by operating activites,-,21686000,18943000,8511000
Investments in property plant and equipment,-,-4676000,-3758000,-3492000
Acquisitions net,-,-,-594000,-
Purchases of investments,-,-272000,-10000,-61000
Sales/Maturities of investments,-,201000,326000,10000
Other investing activites,-,-797000,-135000,-374000
Net cash used for investing activites,-,-5424000,-3563000,-3503000
Net change in cash,-,10013000,14325000,291000
Cash at beginning of period,-,46542000,32217000,31925000
Cash at end of period,-,56551000,46542000,32217000
Operating Cash Flow,-,21686000,18943000,8511000
Capital Expenditure,-,-4676000,-3758000,-3492000
Free Cash Flow,-,17010000,15185000,5019000
